investment_id,client_id,client_name,age,city,state,asset_type,risk_category,investment_amount,annual_return_amount,investment_years,investment_start_date,investment_end_date,roi_percent,total_invested,asset_risk_score,roi_risk_score,risk_score,risk_level
1154,INV101153,Nikita Agarwal,53,Kolkata,Tamil Nadu,Debt Fund,Low,4196569.0,875823.95,4.8466,2019-08-02,2024-06-05,20.8699999928513,4196569.0,1,3,1.8000000000000003,Medium
1155,INV101154,Pooja Deshmukh,34,Nagpur,Gujarat,Debt Fund,Low,4016684.0,506905.52,4.0082,2020-07-19,2024-07-21,12.619999980083074,4016684.0,1,2,1.4,Low
1156,INV101155,Rahul Mehta,51,Chennai,Karnataka,ETF,Medium,3287662.0,569423.06,1.8055,2019-09-07,2021-06-27,17.320000048666806,3287662.0,2,3,2.4000000000000004,High
1157,INV101156,Anjali Agarwal,54,Hyderabad,West Bengal,ETF,Medium,3604033.0,417347.02,3.537,2022-02-11,2025-08-25,11.579999961154629,3604033.0,2,2,2.0,Medium
1158,INV101157,Deepak Khan,48,Ahmedabad,Gujarat,Debt Fund,Low,4645431.0,358162.73,4.189,2019-01-27,2023-04-05,7.709999997847347,4645431.0,1,1,1.0,Low
1159,INV101158,Anjali Kulkarni,64,Mumbai,Telangana,Mutual Fund,Medium,1991082.0,220412.78,4.6575,2021-01-16,2025-09-12,11.070000130582267,1991082.0,2,2,2.0,Medium
1160,INV101159,Anjali Sharma,38,Jaipur,Karnataka,Debt Fund,Low,1514657.0,240376.07,2.011,2020-06-03,2022-06-07,15.870000270688347,1514657.0,1,3,1.8000000000000003,Medium
1161,INV101160,Deepak Patil,51,Kolkata,Telangana,ETF,Medium,4925839.0,879262.26,5.3863,2021-03-23,2026-08-10,17.849999969548335,4925839.0,2,3,2.4000000000000004,High
1162,INV101161,Rahul Verma,29,Mumbai,Maharashtra,Equity,High,4282609.0,414984.81,3.9753,2021-06-08,2025-05-29,9.68999995096447,4282609.0,3,2,2.5999999999999996,High
1163,INV101162,Anil Deshmukh,44,Hyderabad,West Bengal,Fixed Deposit,Low,954529.0,92016.6,5.1699,2019-02-20,2024-04-21,9.640000460960328,954529.0,1,2,1.4,Low
1164,INV101163,Rakesh Joshi,35,Nagpur,Gujarat,Equity,High,3946495.0,495285.12,2.7014,2019-08-17,2022-04-29,12.54999993665265,3946495.0,3,2,2.5999999999999996,High
1165,INV101164,Rajesh Deshmukh,32,Kolkata,Delhi,Equity,High,3636644.0,249110.11,4.926,2020-08-19,2025-07-22,6.849999890008481,3636644.0,3,1,2.1999999999999997,Medium
1166,INV101165,Swati Gupta,53,Kolkata,Maharashtra,Gold,Medium,3395633.0,424793.69,1.1096,2022-04-21,2023-05-31,12.510000050064304,3395633.0,2,2,2.0,Medium
1167,INV101166,Suresh Patil,33,Chennai,Karnataka,Equity,High,4954520.0,504865.59,3.074,2018-06-24,2021-07-20,10.190000040367181,4954520.0,3,2,2.5999999999999996,High
1168,INV101167,Suresh Gupta,63,Mumbai,Gujarat,Mutual Fund,Medium,1853661.0,395015.16,5.4466,2021-12-27,2027-06-07,21.310000048552567,1853661.0,2,3,2.4000000000000004,High
1169,INV101168,Ritu Gupta,35,Delhi,Tamil Nadu,Debt Fund,Low,2319933.0,173067.0,1.1315,2020-12-01,2022-01-18,7.459999922411551,2319933.0,1,1,1.0,Low
1170,INV101169,Anjali Verma,46,Nagpur,Maharashtra,ETF,Medium,3831845.0,386249.98,4.6822,2022-04-05,2026-12-09,10.080000104388356,3831845.0,2,2,2.0,Medium
1171,INV101170,Rahul Kulkarni,49,Hyderabad,Gujarat,Gold,Medium,2739319.0,297216.11,3.1781,2020-02-18,2023-04-23,10.849999945241864,2739319.0,2,2,2.0,Medium
1172,INV101171,Ritu Kulkarni,42,Kolkata,Delhi,ETF,Medium,1310149.0,274738.25,2.0822,2021-02-05,2023-03-07,20.970000358737824,1310149.0,2,3,2.4000000000000004,High
1173,INV101172,Rakesh Deshmukh,29,Hyderabad,Delhi,Mutual Fund,Medium,4468050.0,898971.66,5.274,2018-09-21,2023-12-29,20.12,4468050.0,2,3,2.4000000000000004,High
1174,INV101173,Amit Gupta,64,Nagpur,Rajasthan,ETF,Medium,2187641.0,394212.91,5.0548,2018-01-20,2023-02-08,18.02000008228041,2187641.0,2,3,2.4000000000000004,High
1175,INV101174,Suresh Patil,30,Mumbai,Gujarat,ETF,Medium,1087789.0,163494.69,2.1178,2018-10-12,2020-11-23,15.030000303367657,1087789.0,2,3,2.4000000000000004,High
1176,INV101175,Deepak Mehta,37,Jaipur,Karnataka,Gold,Medium,619418.0,104743.58,3.9699,2021-07-04,2025-06-22,16.909999386520898,619418.0,2,3,2.4000000000000004,High
1177,INV101176,Deepak Kulkarni,34,Pune,Delhi,Mutual Fund,Medium,713939.0,85458.5,1.9863,2018-06-12,2020-06-06,11.970000238115581,713939.0,2,2,2.0,Medium
1178,INV101177,Swati Kulkarni,63,Ahmedabad,Tamil Nadu,Mutual Fund,Medium,2896144.0,510010.96,4.5644,2020-03-19,2024-10-10,17.610000055245873,2896144.0,2,3,2.4000000000000004,High
1179,INV101178,Rajesh Kulkarni,35,Mumbai,Delhi,Gold,Medium,3092048.0,533069.08,4.8329,2021-09-03,2026-07-03,17.240000155236913,3092048.0,2,3,2.4000000000000004,High
1180,INV101179,Anjali Sharma,30,Jaipur,West Bengal,ETF,Medium,706705.0,107136.48,4.7808,2018-06-13,2023-03-24,15.160000283003516,706705.0,2,3,2.4000000000000004,High
1181,INV101180,Pooja Mehta,48,Bengaluru,Rajasthan,Debt Fund,Low,752631.0,107249.92,3.5288,2019-10-16,2023-04-26,14.250000332168087,752631.0,1,2,1.4,Low
1182,INV101181,Sneha Mehta,54,Chennai,Rajasthan,Gold,Medium,1796226.0,145673.93,2.9781,2021-11-15,2024-11-06,8.110000077941194,1796226.0,2,2,2.0,Medium
1183,INV101182,Anil Gupta,49,Chennai,West Bengal,Equity,High,1391877.0,240516.35,1.137,2023-04-29,2024-06-17,17.280000316119885,1391877.0,3,3,3.0,High
1184,INV101183,Amit Agarwal,55,Bengaluru,West Bengal,Mutual Fund,Medium,1649383.0,110838.54,1.5315,2019-03-21,2020-09-30,6.7200001455089575,1649383.0,2,1,1.6,Low
1185,INV101184,Rajesh Deshmukh,37,Jaipur,Rajasthan,Gold,Medium,3490279.0,239084.11,4.0822,2022-10-15,2026-11-13,6.849999957023492,3490279.0,2,1,1.6,Low
1186,INV101185,Suresh Gupta,55,Nagpur,Telangana,Fixed Deposit,Low,1540672.0,196743.81,1.5945,2019-12-25,2021-07-29,12.769999714410336,1540672.0,1,2,1.4,Low
1187,INV101186,Vikas Gupta,65,Jaipur,Gujarat,Fixed Deposit,Low,2015327.0,231561.07,4.5425,2019-09-23,2024-04-07,11.489999885874601,2015327.0,1,2,1.4,Low
1188,INV101187,Anil Gupta,61,Pune,Maharashtra,Gold,Medium,1285721.0,173958.05,4.863,2020-02-04,2024-12-14,13.529999898889416,1285721.0,2,2,2.0,Medium
1189,INV101188,Ritu Kulkarni,60,Jaipur,West Bengal,ETF,Medium,2264519.0,175953.13,2.7534,2019-04-24,2022-01-23,7.770000163390106,2264519.0,2,1,1.6,Low
1190,INV101189,Swati Khan,40,Kolkata,Rajasthan,Equity,High,1266467.0,270770.64,2.2822,2021-03-18,2023-06-29,21.379999636784852,1266467.0,3,3,3.0,High
1191,INV101190,Shilpa Mehta,54,Pune,Rajasthan,Gold,Medium,1001805.0,109296.93,1.4548,2019-10-21,2021-04-04,10.910000449189212,1001805.0,2,2,2.0,Medium
1192,INV101191,Ritu Deshmukh,39,Hyderabad,West Bengal,Fixed Deposit,Low,2517020.0,423111.06,1.3288,2022-05-12,2023-09-09,16.809999920540957,2517020.0,1,3,1.8000000000000003,Medium
1193,INV101192,Nikita Joshi,37,Jaipur,Delhi,Debt Fund,Low,1425745.0,258202.42,2.7616,2020-09-19,2023-06-24,18.110000035069383,1425745.0,1,3,1.8000000000000003,Medium
1194,INV101193,Kavita Agarwal,25,Bengaluru,Telangana,Mutual Fund,Medium,1835301.0,246297.39,5.4356,2019-05-24,2024-10-28,13.419999771154705,1835301.0,2,2,2.0,Medium
1195,INV101194,Anjali Patil,53,Ahmedabad,Karnataka,Fixed Deposit,Low,441770.0,69490.42,3.0658,2018-06-11,2021-07-04,15.729999773637864,441770.0,1,3,1.8000000000000003,Medium
1196,INV101195,Nikita Mehta,43,Jaipur,Karnataka,Debt Fund,Low,2834752.0,168384.27,2.1096,2019-07-20,2021-08-28,5.940000042331746,2834752.0,1,1,1.0,Low
1197,INV101196,Anil Gupta,49,Chennai,West Bengal,Gold,Medium,1239473.0,61229.97,3.0685,2020-09-04,2023-09-29,4.9400003065819105,1239473.0,2,1,1.6,Low
1198,INV101197,Rahul Joshi,28,Kolkata,Delhi,Equity,High,489692.0,76342.98,4.189,2022-03-30,2026-06-06,15.589999428212018,489692.0,3,3,3.0,High
1199,INV101198,Pooja Gupta,46,Chennai,West Bengal,Equity,High,1057762.0,141845.88,1.5151,2019-04-27,2020-10-31,13.409999602935255,1057762.0,3,2,2.5999999999999996,High
1200,INV101199,Anil Joshi,30,Kolkata,Karnataka,Equity,High,4772725.0,244363.52,3.2192,2022-06-06,2025-08-24,5.119999999999999,4772725.0,3,1,2.1999999999999997,Medium
1201,INV101200,Amit Sharma,39,Mumbai,Maharashtra,Mutual Fund,Medium,2387368.0,193138.07,4.1288,2021-10-31,2025-12-16,8.089999949735441,2387368.0,2,2,2.0,Medium
1202,INV101201,Kavita Agarwal,26,Kolkata,Maharashtra,ETF,Medium,1480359.0,313540.04,2.811,2019-10-17,2022-08-08,21.18000025669449,1480359.0,2,3,2.4000000000000004,High
1203,INV101202,Deepak Deshmukh,62,Mumbai,West Bengal,ETF,Medium,3680758.0,511625.36,1.2,2021-04-22,2022-07-04,13.899999945663366,3680758.0,2,2,2.0,Medium
1204,INV101203,Anil Joshi,25,Bengaluru,West Bengal,Fixed Deposit,Low,3287999.0,432700.67,2.1918,2020-03-24,2022-06-02,13.160000048661816,3287999.0,1,2,1.4,Low
1205,INV101204,Rajesh Agarwal,32,Kolkata,Maharashtra,Gold,Medium,1891025.0,332442.19,2.8329,2019-02-05,2021-12-05,17.57999973559313,1891025.0,2,3,2.4000000000000004,High
1206,INV101205,Kavita Verma,38,Jaipur,Tamil Nadu,ETF,Medium,4493332.0,802509.1,1.2329,2018-08-19,2019-11-12,17.86000010682496,4493332.0,2,3,2.4000000000000004,High
1207,INV101206,Swati Kulkarni,38,Bengaluru,Maharashtra,Mutual Fund,Medium,2744857.0,288209.98,2.2877,2021-07-06,2023-10-19,10.499999817841148,2744857.0,2,2,2.0,Medium
1208,INV101207,Neha Mehta,50,Kolkata,Rajasthan,Fixed Deposit,Low,3001224.0,231394.37,5.0384,2020-03-06,2025-03-19,7.709999986672105,3001224.0,1,1,1.0,Low
1209,INV101208,Nikita Sharma,25,Mumbai,Tamil Nadu,Gold,Medium,2284723.0,123375.04,1.1726,2018-01-01,2019-03-05,5.399999912462036,2284723.0,2,1,1.6,Low
1210,INV101209,Deepak Agarwal,48,Bengaluru,Gujarat,ETF,Medium,4965659.0,1057685.37,2.2055,2020-01-24,2022-04-08,21.300000060414945,4965659.0,2,3,2.4000000000000004,High
1211,INV101210,Deepak Verma,65,Kolkata,Karnataka,Equity,High,493540.0,99547.02,3.5616,2019-06-23,2023-01-13,20.170000405235644,493540.0,3,3,3.0,High
1212,INV101211,Rajesh Kulkarni,26,Pune,Karnataka,Mutual Fund,Medium,2169668.0,264482.53,4.126,2021-11-24,2026-01-08,12.190000036872002,2169668.0,2,2,2.0,Medium
1213,INV101212,Sneha Patil,25,Pune,Tamil Nadu,ETF,Medium,3366070.0,152819.58,3.611,2022-08-28,2026-04-07,4.540000059416471,3366070.0,2,1,1.6,Low
1214,INV101213,Deepak Deshmukh,53,Mumbai,Gujarat,Fixed Deposit,Low,4219579.0,322797.79,2.5233,2021-10-06,2024-04-14,7.649999917053337,4219579.0,1,1,1.0,Low
1215,INV101214,Prakash Gupta,30,Kolkata,Rajasthan,Fixed Deposit,Low,4298066.0,784826.85,1.263,2022-03-01,2023-06-05,18.259999962773954,4298066.0,1,3,1.8000000000000003,Medium
1216,INV101215,Pooja Agarwal,36,Hyderabad,Rajasthan,Debt Fund,Low,3314457.0,565777.81,5.1233,2019-10-19,2024-12-01,17.07000000301709,3314457.0,1,3,1.8000000000000003,Medium
1217,INV101216,Priya Agarwal,48,Pune,Tamil Nadu,Mutual Fund,Medium,1438436.0,268412.16,4.789,2020-10-09,2025-07-23,18.660000166847883,1438436.0,2,3,2.4000000000000004,High
1218,INV101217,Vikas Sharma,46,Jaipur,West Bengal,Fixed Deposit,Low,3208731.0,501203.78,4.8164,2021-01-09,2025-11-02,15.61999993143707,3208731.0,1,3,1.8000000000000003,Medium
1219,INV101218,Deepak Agarwal,30,Pune,Maharashtra,Fixed Deposit,Low,1537378.0,297021.43,5.4438,2022-07-30,2028-01-07,19.320000026018324,1537378.0,1,3,1.8000000000000003,Medium
1220,INV101219,Sunil Gupta,56,Hyderabad,West Bengal,Fixed Deposit,Low,233894.0,20068.11,1.9233,2023-04-14,2025-03-16,8.580002052211686,233894.0,1,2,1.4,Low
1221,INV101220,Sneha Verma,39,Nagpur,Telangana,ETF,Medium,4588257.0,725862.26,2.9699,2021-03-27,2024-03-15,15.8200000566664,4588257.0,2,3,2.4000000000000004,High
1222,INV101221,Prakash Deshmukh,50,Delhi,Delhi,Mutual Fund,Medium,4432145.0,815514.68,1.4027,2023-02-19,2024-07-15,18.400000000000002,4432145.0,2,3,2.4000000000000004,High
1223,INV101222,Suresh Verma,41,Pune,Gujarat,Debt Fund,Low,460864.0,42952.52,5.3534,2022-08-23,2027-12-29,9.319998958477989,460864.0,1,2,1.4,Low
1224,INV101223,Deepak Kulkarni,52,Jaipur,Maharashtra,ETF,Medium,288654.0,47801.1,3.1014,2020-03-05,2023-04-11,16.55999916855474,288654.0,2,3,2.4000000000000004,High
1225,INV101224,Ritu Agarwal,59,Chennai,West Bengal,ETF,Medium,464392.0,60370.96,4.9288,2019-06-08,2024-05-11,13.0,464392.0,2,2,2.0,Medium
1226,INV101225,Ritu Kulkarni,59,Pune,Telangana,ETF,Medium,429244.0,46530.05,1.4849,2022-04-04,2023-09-28,10.840000093187092,429244.0,2,2,2.0,Medium
1227,INV101226,Ritu Sharma,45,Ahmedabad,Rajasthan,Mutual Fund,Medium,988576.0,120408.56,4.3863,2019-05-10,2023-09-27,12.180000323697925,988576.0,2,2,2.0,Medium
1228,INV101227,Amit Joshi,53,Ahmedabad,Karnataka,Gold,Medium,996529.0,41754.57,4.7863,2022-11-02,2027-08-15,4.190000491706714,996529.0,2,1,1.6,Low
1229,INV101228,Rahul Kulkarni,62,Ahmedabad,Rajasthan,Mutual Fund,Medium,4939982.0,542904.02,5.063,2021-08-31,2026-09-22,10.98999996356262,4939982.0,2,2,2.0,Medium
1230,INV101229,Sneha Verma,34,Delhi,Rajasthan,Gold,Medium,2661129.0,515194.57,2.8575,2021-05-16,2024-03-24,19.359999834656644,2661129.0,2,3,2.4000000000000004,High
1231,INV101230,Kavita Sharma,44,Delhi,West Bengal,ETF,Medium,3448938.0,619429.26,1.989,2023-01-29,2025-01-24,17.959999860826727,3448938.0,2,3,2.4000000000000004,High
1232,INV101231,Rakesh Patil,33,Jaipur,Maharashtra,Gold,Medium,4338528.0,352288.47,1.6493,2021-12-06,2023-07-31,8.119999917022547,4338528.0,2,2,2.0,Medium
1233,INV101232,Priya Verma,51,Mumbai,Tamil Nadu,Gold,Medium,3806878.0,166360.57,3.0658,2021-11-21,2024-12-14,4.370000036775542,3806878.0,2,1,1.6,Low
1234,INV101233,Pooja Mehta,50,Nagpur,Delhi,Equity,High,3742133.0,194590.92,4.7288,2022-12-03,2027-08-25,5.20000010689091,3742133.0,3,1,2.1999999999999997,Medium
1235,INV101234,Pooja Joshi,41,Pune,Karnataka,Fixed Deposit,Low,4985035.0,366898.58,4.063,2021-09-13,2025-10-05,7.360000080240159,4985035.0,1,1,1.0,Low
1236,INV101235,Kavita Sharma,48,Ahmedabad,Maharashtra,Equity,High,4894823.0,231035.65,1.7452,2019-09-08,2021-06-06,4.72000008989089,4894823.0,3,1,2.1999999999999997,Medium
1237,INV101236,Neha Deshmukh,55,Delhi,Rajasthan,Gold,Medium,2430426.0,353383.94,1.7671,2022-12-09,2024-09-14,14.539999983541978,2430426.0,2,2,2.0,Medium
1238,INV101237,Suresh Patil,33,Pune,Rajasthan,Fixed Deposit,Low,1030866.0,73191.49,4.0356,2021-07-08,2025-07-20,7.100000388023274,1030866.0,1,1,1.0,Low
1239,INV101238,Pooja Deshmukh,41,Mumbai,Gujarat,Equity,High,808929.0,114787.03,3.3178,2022-03-23,2025-07-16,14.190000605739192,808929.0,3,2,2.5999999999999996,High
1240,INV101239,Kavita Mehta,63,Nagpur,Rajasthan,Fixed Deposit,Low,3510386.0,157967.37,3.0959,2023-03-22,2026-04-25,4.5,3510386.0,1,1,1.0,Low
1241,INV101240,Vikas Deshmukh,63,Kolkata,Delhi,Gold,Medium,4474392.0,894878.4,4.5644,2022-03-28,2026-10-19,20.0,4474392.0,2,3,2.4000000000000004,High
1242,INV101241,Anil Sharma,48,Chennai,Tamil Nadu,Gold,Medium,3700704.0,192066.54,5.3589,2023-01-01,2028-05-10,5.1900000648525255,3700704.0,2,1,1.6,Low
1243,INV101242,Ritu Joshi,56,Jaipur,Karnataka,Gold,Medium,3064563.0,289907.66,2.7288,2019-11-01,2022-07-24,9.460000006526215,3064563.0,2,2,2.0,Medium
1244,INV101243,Suresh Kulkarni,65,Bengaluru,Tamil Nadu,Fixed Deposit,Low,4307696.0,928308.49,4.5425,2021-06-16,2025-12-30,21.55000004642853,4307696.0,1,3,1.8000000000000003,Medium
1245,INV101244,Deepak Gupta,44,Hyderabad,Gujarat,Debt Fund,Low,2826067.0,584430.66,4.1753,2019-05-06,2023-07-08,20.68000015569341,2826067.0,1,3,1.8000000000000003,Medium
1246,INV101245,Anil Kulkarni,37,Ahmedabad,West Bengal,Mutual Fund,Medium,3755495.0,602756.95,5.4137,2021-06-09,2026-11-06,16.05000006656912,3755495.0,2,3,2.4000000000000004,High
1247,INV101246,Sunil Deshmukh,63,Nagpur,Rajasthan,Debt Fund,Low,4563021.0,324887.1,2.6329,2022-11-30,2025-07-18,7.1200001051934665,4563021.0,1,1,1.0,Low
1248,INV101247,Neha Patil,41,Bengaluru,Delhi,Gold,Medium,4262966.0,720867.55,4.0137,2020-07-29,2024-08-02,16.909999985925296,4262966.0,2,3,2.4000000000000004,High
1249,INV101248,Ritu Mehta,60,Ahmedabad,Gujarat,Mutual Fund,Medium,3497402.0,141994.52,2.4274,2023-03-29,2025-08-31,4.059999965688816,3497402.0,2,1,1.6,Low
1250,INV101249,Sneha Agarwal,45,Nagpur,Karnataka,Equity,High,3787868.0,579922.59,3.6712,2018-08-10,2022-04-11,15.30999997887994,3787868.0,3,3,3.0,High
1251,INV101250,Priya Kulkarni,33,Chennai,Telangana,Equity,High,657197.0,31151.14,4.0767,2018-08-09,2022-09-05,4.7400003347550275,657197.0,3,1,2.1999999999999997,Medium
1252,INV101251,Rajesh Kulkarni,52,Delhi,Telangana,Fixed Deposit,Low,4952711.0,251597.72,4.5014,2023-06-24,2027-12-23,5.080000024229155,4952711.0,1,1,1.0,Low
1253,INV101252,Amit Joshi,62,Delhi,Karnataka,Gold,Medium,2437541.0,504570.99,1.8493,2019-04-30,2021-03-05,20.70000012307485,2437541.0,2,3,2.4000000000000004,High
1254,INV101253,Rajesh Mehta,32,Delhi,Gujarat,Mutual Fund,Medium,346302.0,73346.76,4.4438,2022-02-25,2026-08-05,21.17999896044493,346302.0,2,3,2.4000000000000004,High
1255,INV101254,Amit Deshmukh,44,Jaipur,Gujarat,Gold,Medium,1589510.0,318696.76,1.6,2019-07-27,2021-03-02,20.05000031456235,1589510.0,2,3,2.4000000000000004,High
1256,INV101255,Anil Agarwal,64,Mumbai,Tamil Nadu,Mutual Fund,Medium,1041936.0,200572.68,3.4822,2020-06-28,2023-12-21,19.25,1041936.0,2,3,2.4000000000000004,High
1257,INV101256,Amit Mehta,57,Kolkata,Telangana,Debt Fund,Low,4323167.0,512727.61,2.8055,2019-12-03,2022-09-22,11.860000087898523,4323167.0,1,2,1.4,Low
1258,INV101257,Kavita Deshmukh,38,Hyderabad,Gujarat,Debt Fund,Low,848917.0,125809.5,1.9425,2020-02-13,2022-01-22,14.820000070678288,848917.0,1,2,1.4,Low
1259,INV101258,Amit Khan,40,Kolkata,Maharashtra,Gold,Medium,2638390.0,532163.26,3.6329,2022-12-03,2026-07-21,20.169999886294292,2638390.0,2,3,2.4000000000000004,High
1260,INV101259,Sneha Verma,52,Hyderabad,Telangana,Debt Fund,Low,3215877.0,349244.24,3.4986,2022-01-23,2025-07-23,10.859999931589423,3215877.0,1,2,1.4,Low
1261,INV101260,Shilpa Khan,58,Mumbai,Gujarat,Debt Fund,Low,2379856.0,300099.84,4.2849,2022-10-15,2027-01-26,12.609999932769043,2379856.0,1,2,1.4,Low
1262,INV101261,Priya Sharma,41,Ahmedabad,Tamil Nadu,Gold,Medium,2117469.0,119001.76,4.4521,2018-07-09,2022-12-20,5.620000103897625,2117469.0,2,1,1.6,Low
1263,INV101262,Sunil Agarwal,44,Ahmedabad,Delhi,Mutual Fund,Medium,1388112.0,269987.78,2.0411,2023-02-19,2025-03-05,19.449999711838817,1388112.0,2,3,2.4000000000000004,High
1264,INV101263,Vikas Kulkarni,60,Chennai,Karnataka,Mutual Fund,Medium,637436.0,91217.09,5.1562,2022-11-21,2028-01-16,14.309999748994409,637436.0,2,2,2.0,Medium
1265,INV101264,Rajesh Patil,59,Kolkata,West Bengal,ETF,Medium,1839008.0,273092.69,1.5671,2022-05-02,2023-11-25,14.850000108754285,1839008.0,2,2,2.0,Medium
1266,INV101265,Vikas Kulkarni,57,Ahmedabad,Maharashtra,Gold,Medium,4676642.0,971806.21,2.8247,2018-01-18,2020-11-14,20.780000051318872,4676642.0,2,3,2.4000000000000004,High
1267,INV101266,Pooja Khan,42,Delhi,Rajasthan,Mutual Fund,Medium,605542.0,75329.42,4.4164,2019-05-11,2023-10-09,12.439999207321705,605542.0,2,2,2.0,Medium
1268,INV101267,Kavita Patil,25,Kolkata,Rajasthan,ETF,Medium,2282176.0,157926.58,1.3753,2018-03-28,2019-08-12,6.920000035054263,2282176.0,2,1,1.6,Low
1269,INV101268,Shilpa Gupta,63,Bengaluru,Gujarat,Mutual Fund,Medium,4816383.0,662252.66,3.6164,2020-12-11,2024-07-23,13.74999994809383,4816383.0,2,2,2.0,Medium
1270,INV101269,Pooja Kulkarni,32,Chennai,Gujarat,Debt Fund,Low,4392011.0,275379.09,4.3644,2018-05-31,2022-10-10,6.270000006830584,4392011.0,1,1,1.0,Low
1271,INV101270,Anil Mehta,62,Bengaluru,Gujarat,Mutual Fund,Medium,2838596.0,362488.71,3.4411,2019-03-18,2022-08-25,12.770000028182949,2838596.0,2,2,2.0,Medium
1272,INV101271,Anjali Gupta,38,Nagpur,Gujarat,Equity,High,2104813.0,426645.6,3.6164,2020-03-28,2023-11-08,20.270000232799777,2104813.0,3,3,3.0,High
1273,INV101272,Rahul Gupta,54,Chennai,Delhi,Fixed Deposit,Low,1420856.0,286302.48,3.0986,2019-08-29,2022-10-03,20.149999718479563,1420856.0,1,3,1.8000000000000003,Medium
1274,INV101273,Suresh Gupta,46,Bengaluru,Karnataka,Equity,High,4499677.0,626805.01,3.6877,2022-11-14,2026-07-22,13.930000086672889,4499677.0,3,2,2.5999999999999996,High
1275,INV101274,Shilpa Deshmukh,65,Mumbai,Rajasthan,Gold,Medium,1424225.0,247815.15,1.137,2018-05-03,2019-06-22,17.4,1424225.0,2,3,2.4000000000000004,High
1276,INV101275,Shilpa Khan,32,Kolkata,Gujarat,Fixed Deposit,Low,4061200.0,415866.88,1.2849,2020-01-24,2021-05-07,10.24,4061200.0,1,2,1.4,Low
1277,INV101276,Kavita Gupta,53,Nagpur,Karnataka,Mutual Fund,Medium,4796871.0,821224.32,1.8603,2018-05-18,2020-03-27,17.12000010006523,4796871.0,2,3,2.4000000000000004,High
1278,INV101277,Amit Patil,37,Jaipur,Telangana,Gold,Medium,3420298.0,306458.7,2.6986,2018-04-01,2020-12-11,8.959999976610225,3420298.0,2,2,2.0,Medium
1279,INV101278,Amit Verma,35,Bengaluru,Rajasthan,Equity,High,1472102.0,171941.51,2.1808,2023-02-20,2025-04-26,11.679999755451728,1472102.0,3,2,2.5999999999999996,High
1280,INV101279,Anjali Gupta,64,Kolkata,Tamil Nadu,Fixed Deposit,Low,1589186.0,328166.91,4.7534,2018-06-13,2023-03-14,20.650000062925294,1589186.0,1,3,1.8000000000000003,Medium
1281,INV101280,Swati Joshi,42,Delhi,Maharashtra,Gold,Medium,2973272.0,456991.91,4.7452,2018-11-15,2023-08-13,15.37000012107873,2973272.0,2,3,2.4000000000000004,High
1282,INV101281,Kavita Sharma,62,Bengaluru,Delhi,Mutual Fund,Medium,2952752.0,617715.72,5.063,2023-06-16,2028-07-07,20.920000054186737,2952752.0,2,3,2.4000000000000004,High
1283,INV101282,Rakesh Joshi,57,Chennai,Gujarat,Gold,Medium,2036707.0,404286.34,1.8575,2023-01-28,2024-12-06,19.850000024549434,2036707.0,2,3,2.4000000000000004,High
1284,INV101283,Suresh Gupta,28,Chennai,Gujarat,Mutual Fund,Medium,2708902.0,147906.05,4.7178,2020-09-12,2025-05-31,5.46000002953226,2708902.0,2,1,1.6,Low
1285,INV101284,Ritu Mehta,50,Chennai,Gujarat,Mutual Fund,Medium,456653.0,45710.97,2.3205,2019-09-23,2022-01-17,10.010001029227883,456653.0,2,2,2.0,Medium
1286,INV101285,Suresh Verma,30,Mumbai,Karnataka,Fixed Deposit,Low,1583234.0,159115.02,3.1123,2021-04-30,2024-06-09,10.050000189485571,1583234.0,1,2,1.4,Low
1287,INV101286,Anil Sharma,25,Nagpur,Maharashtra,Mutual Fund,Medium,974394.0,202868.83,4.6356,2021-11-29,2026-07-18,20.819999917897686,974394.0,2,3,2.4000000000000004,High
1288,INV101287,Swati Verma,27,Bengaluru,West Bengal,Equity,High,3276664.0,531474.9,3.0027,2021-12-04,2024-12-04,16.219999975584926,3276664.0,3,3,3.0,High
1289,INV101288,Vikas Agarwal,56,Bengaluru,Tamil Nadu,Fixed Deposit,Low,890766.0,194097.91,2.0767,2022-08-10,2024-09-06,21.7899998428319,890766.0,1,3,1.8000000000000003,Medium
1290,INV101289,Nikita Kulkarni,35,Kolkata,Telangana,ETF,Medium,801323.0,152010.97,3.5918,2018-05-14,2021-12-15,18.96999961313977,801323.0,2,3,2.4000000000000004,High
1291,INV101290,Anjali Gupta,57,Bengaluru,Gujarat,Gold,Medium,3500023.0,676904.45,3.6521,2021-11-24,2025-07-19,19.340000051428234,3500023.0,2,3,2.4000000000000004,High
1292,INV101291,Deepak Deshmukh,54,Nagpur,Maharashtra,Equity,High,2172372.0,397544.08,2.8301,2021-09-26,2024-07-25,18.30000018413053,2172372.0,3,3,3.0,High
1293,INV101292,Suresh Kulkarni,46,Jaipur,Telangana,ETF,Medium,1187491.0,79086.9,1.8356,2018-09-16,2020-07-17,6.659999949473301,1187491.0,2,1,1.6,Low
1294,INV101293,Priya Khan,44,Kolkata,Maharashtra,Debt Fund,Low,3638327.0,225940.11,4.7671,2023-04-15,2028-01-19,6.210000090701028,3638327.0,1,1,1.0,Low
1295,INV101294,Kavita Patil,56,Chennai,West Bengal,Gold,Medium,1806322.0,184425.48,2.4137,2022-09-19,2025-02-16,10.210000210372238,1806322.0,2,2,2.0,Medium
