investment_id,client_id,client_name,age,city,state,asset_type,risk_category,investment_amount,annual_return_amount,investment_years,investment_start_date,investment_end_date,roi_percent,total_invested,asset_risk_score,roi_risk_score,risk_score,risk_level,years_invested,ending_value,cagr_percent
865,INV100864,Deepak Gupta,32,Mumbai,West Bengal,Mutual Fund,Medium,447927.0,61142.04,1.8548,2022-04-08,2024-02-14,13.650001004627988,447927.0,2,2,2.0,Medium,1.8547945205479452,509069.04,7.142035327555152
866,INV100865,Pooja Joshi,43,Kolkata,Gujarat,Fixed Deposit,Low,1261832.0,111293.58,1.5151,2023-05-07,2024-11-10,8.819999809800354,1261832.0,1,2,1.4,Low,1.515068493150685,1373125.58,5.737511050702526
867,INV100866,Rajesh Agarwal,31,Nagpur,Telangana,ETF,Medium,1819456.0,154653.76,5.0247,2022-09-29,2027-10-07,8.5,1819456.0,2,2,2.0,Medium,5.024657534246575,1974109.76,1.6368448725625706
868,INV100867,Nikita Verma,63,Chennai,Telangana,Fixed Deposit,Low,3942642.0,458529.26,2.7863,2022-07-29,2025-05-11,11.629999883326967,3942642.0,1,2,1.4,Low,2.786301369863014,4401171.26,4.027584087323377
869,INV100868,Rajesh Khan,51,Jaipur,West Bengal,Gold,Medium,739104.0,89357.67,3.8685,2023-05-17,2027-03-29,12.089999512923756,739104.0,2,2,2.0,Medium,3.8684931506849316,828461.67,2.9942465730545598
870,INV100869,Sunil Verma,38,Hyderabad,Karnataka,Debt Fund,Low,1709146.0,317217.5,3.0055,2019-01-16,2022-01-17,18.560000140421007,1709146.0,1,3,1.8000000000000003,Medium,3.0054794520547947,2026363.5,5.828131950441651
871,INV100870,Swati Gupta,39,Chennai,Tamil Nadu,Fixed Deposit,Low,2872519.0,470805.86,3.611,2019-03-14,2022-10-22,16.389999857268133,2872519.0,1,3,1.8000000000000003,Medium,3.610958904109589,3343324.86,4.292802782491534
872,INV100871,Suresh Khan,51,Hyderabad,West Bengal,Mutual Fund,Medium,2024215.0,118416.58,4.7644,2021-05-29,2026-03-03,5.8500001235046675,2024215.0,2,1,1.6,Low,4.764383561643836,2142631.58,1.2004359886104154
873,INV100872,Rakesh Mehta,35,Jaipur,Gujarat,Mutual Fund,Medium,4343420.0,563775.92,1.6685,2020-05-12,2022-01-11,12.980000092093327,4343420.0,2,2,2.0,Medium,1.6684931506849314,4907195.92,7.588568779520877
874,INV100873,Anjali Kulkarni,33,Mumbai,Maharashtra,Debt Fund,Low,2591062.0,111933.88,1.0247,2021-03-25,2022-04-03,4.320000061750742,2591062.0,1,1,1.0,Low,1.0246575342465754,2702995.88,4.213883028173959
875,INV100874,Prakash Kulkarni,45,Chennai,Delhi,Fixed Deposit,Low,782623.0,97514.83,5.0575,2020-04-30,2025-05-20,12.460000536656858,782623.0,1,2,1.4,Low,5.057534246575343,880137.83,2.348995804246523
876,INV100875,Ritu Verma,48,Mumbai,Telangana,Equity,High,4342450.0,652235.99,3.5479,2021-11-27,2025-06-14,15.02,4342450.0,3,3,3.0,High,3.547945205479452,4994685.99,4.022951451252221
877,INV100876,Sneha Deshmukh,35,Delhi,West Bengal,Fixed Deposit,Low,1363788.0,80327.11,5.063,2021-11-09,2026-12-01,5.889999765359425,1363788.0,1,1,1.0,Low,5.063013698630137,1444115.11,1.1367796914635075
878,INV100877,Prakash Verma,41,Jaipur,Gujarat,Debt Fund,Low,640326.0,55516.26,1.2685,2018-08-15,2019-11-21,8.669999344084108,640326.0,1,2,1.4,Low,1.2684931506849315,695842.26,6.774262923231733
879,INV100878,Swati Agarwal,65,Pune,Telangana,Fixed Deposit,Low,1355642.0,196568.09,1.8301,2019-10-16,2021-08-14,14.499999999999998,1355642.0,1,2,1.4,Low,1.83013698630137,1552210.09,7.679180205056468
880,INV100879,Sunil Verma,41,Pune,West Bengal,Fixed Deposit,Low,4311288.0,929944.82,3.7068,2022-02-05,2025-10-20,21.56999996288812,4311288.0,1,3,1.8000000000000003,Medium,3.706849315068493,5241232.82,5.4104571973222715
881,INV100880,Suresh Verma,56,Delhi,Maharashtra,ETF,Medium,2233199.0,354408.68,4.8986,2019-02-26,2024-01-19,15.869999941787544,2233199.0,2,3,2.4000000000000004,High,4.898630136986301,2587607.68,3.052601158242396
882,INV100881,Shilpa Joshi,45,Kolkata,Karnataka,Fixed Deposit,Low,3430119.0,253142.78,4.3123,2019-03-04,2023-06-25,7.379999935862283,3430119.0,1,1,1.0,Low,4.3123287671232875,3683261.78,1.6648743099902052
883,INV100882,Nikita Joshi,37,Delhi,Delhi,Debt Fund,Low,1291026.0,102507.46,3.537,2023-06-20,2027-01-01,7.939999659185795,1291026.0,1,1,1.0,Low,3.536986301369863,1393533.46,2.183682460118641
884,INV100883,Anjali Verma,32,Mumbai,Rajasthan,Mutual Fund,Medium,2776533.0,586681.42,1.8247,2018-07-29,2020-05-25,21.129999895553198,2776533.0,2,3,2.4000000000000004,High,1.8246575342465754,3363214.42,11.07746017967619
885,INV100884,Priya Verma,47,Delhi,Karnataka,Gold,Medium,4194994.0,667423.55,1.663,2019-06-28,2021-02-24,15.91000010965451,4194994.0,2,3,2.4000000000000004,High,1.663013698630137,4862417.55,9.284118200582082
886,INV100885,Rahul Agarwal,52,Bengaluru,Telangana,Gold,Medium,4460799.0,446525.98,1.5479,2020-01-28,2021-08-15,10.010000002241751,4460799.0,2,2,2.0,Medium,1.547945205479452,4907324.98,6.356959093891934
887,INV100886,Rahul Deshmukh,32,Pune,Maharashtra,Equity,High,2514632.0,340229.71,1.611,2020-06-06,2022-01-15,13.530000015906902,2514632.0,3,2,2.5999999999999996,High,1.610958904109589,2854861.71,8.195658575975951
888,INV100887,Kavita Agarwal,50,Delhi,Tamil Nadu,Gold,Medium,2202923.0,114331.7,4.4795,2019-04-09,2023-09-30,5.189999832041338,2202923.0,2,1,1.6,Low,4.47945205479452,2317254.7,1.135962545529523
889,INV100888,Amit Verma,36,Bengaluru,Telangana,Mutual Fund,Medium,1907714.0,195731.46,2.6137,2021-05-06,2023-12-16,10.260000188707531,1907714.0,2,2,2.0,Medium,2.6136986301369864,2103445.46,3.8075890907925736
890,INV100889,Amit Mehta,52,Mumbai,Karnataka,Debt Fund,Low,782627.0,54783.89,1.7945,2020-07-21,2022-05-07,6.999999999999999,782627.0,1,1,1.0,Low,1.7945205479452055,837410.89,3.842268307178065
891,INV100890,Ritu Khan,25,Delhi,Rajasthan,Equity,High,1632146.0,264897.3,2.9753,2021-05-01,2024-04-21,16.23000025732992,1632146.0,3,3,3.0,High,2.9753424657534246,1897043.3,5.184847922980795
892,INV100891,Shilpa Joshi,35,Pune,Delhi,Debt Fund,Low,345884.0,49150.12,2.2795,2022-09-07,2024-12-17,14.21000104081137,345884.0,1,2,1.4,Low,2.2794520547945205,395034.12,6.002208879465343
893,INV100892,Ritu Kulkarni,48,Mumbai,West Bengal,Debt Fund,Low,3015865.0,366427.6,2.4438,2021-01-22,2023-07-03,12.150000082894955,3015865.0,1,2,1.4,Low,2.4438356164383563,3382292.6,4.803915271312653
894,INV100893,Ritu Verma,42,Nagpur,Gujarat,Mutual Fund,Medium,4543881.0,815172.25,4.3425,2023-01-22,2027-05-26,17.939999969189337,4543881.0,2,3,2.4000000000000004,High,4.342465753424658,5359053.25,3.8729351713628013
895,INV100894,Sneha Gupta,38,Delhi,Gujarat,ETF,Medium,1388104.0,144779.25,5.1562,2021-03-28,2026-05-23,10.430000201713993,1388104.0,2,2,2.0,Medium,5.156164383561644,1532883.25,1.9427675259202415
896,INV100895,Shilpa Patil,41,Hyderabad,Gujarat,Fixed Deposit,Low,2497840.0,494322.54,3.5205,2023-01-16,2026-07-24,19.79000016013836,2497840.0,1,3,1.8000000000000003,Medium,3.5205479452054793,2992162.54,5.262844634549113
897,INV100896,Neha Khan,32,Kolkata,West Bengal,Debt Fund,Low,2517328.0,240908.29,4.937,2020-12-01,2025-11-07,9.570000015889866,2517328.0,1,2,1.4,Low,4.936986301369863,2758236.29,1.8684396549918603
898,INV100897,Anil Joshi,43,Bengaluru,Rajasthan,Debt Fund,Low,269918.0,35035.36,4.8192,2020-08-13,2025-06-07,12.980001333738395,269918.0,1,2,1.4,Low,4.8191780821917805,304953.36,2.564732791329072
899,INV100898,Rakesh Sharma,56,Mumbai,Gujarat,Debt Fund,Low,2672347.0,114376.45,4.326,2019-08-03,2023-11-29,4.279999940127536,2672347.0,1,1,1.0,Low,4.326027397260274,2786723.45,0.9734811952303746
900,INV100899,Shilpa Joshi,34,Bengaluru,Karnataka,ETF,Medium,205383.0,10063.77,2.589,2022-12-05,2025-07-07,4.900001460685647,205383.0,2,1,1.6,Low,2.589041095890411,215446.77,1.8648610800975352
901,INV100900,Sunil Agarwal,52,Pune,Tamil Nadu,Debt Fund,Low,877111.0,80957.35,2.989,2023-03-26,2026-03-21,9.230000535850081,877111.0,1,2,1.4,Low,2.989041095890411,958068.35,2.997694536644757
902,INV100901,Anil Deshmukh,41,Chennai,Telangana,Debt Fund,Low,1653762.0,234007.32,4.2438,2019-10-23,2024-01-19,14.149999818595422,1653762.0,1,2,1.4,Low,4.243835616438356,1887769.32,3.167614499741056
903,INV100902,Kavita Agarwal,31,Ahmedabad,Rajasthan,ETF,Medium,2694219.0,382579.1,2.0274,2021-01-22,2023-02-01,14.200000074233015,2694219.0,2,2,2.0,Medium,2.0273972602739727,3076798.1,6.768567590219221
904,INV100903,Anjali Sharma,60,Chennai,Delhi,Mutual Fund,Medium,3199422.0,397688.15,3.3014,2020-05-11,2023-08-29,12.429999856224033,3199422.0,2,2,2.0,Medium,3.3013698630136985,3597110.15,3.612571821155708
905,INV100904,Nikita Joshi,61,Mumbai,Gujarat,Mutual Fund,Medium,2736631.0,496972.19,1.7123,2020-02-04,2021-10-21,18.16000001461651,2736631.0,2,3,2.4000000000000004,High,1.7123287671232876,3233603.19,10.235826271374314
906,INV100905,Rahul Verma,28,Pune,West Bengal,Fixed Deposit,Low,249936.0,30817.11,3.5808,2020-11-26,2024-06-25,12.330000480122912,249936.0,1,2,1.4,Low,3.580821917808219,280753.11,3.300333481568374
907,INV100906,Rakesh Khan,57,Delhi,Karnataka,Fixed Deposit,Low,2637535.0,374002.46,1.3397,2022-11-06,2024-03-09,14.179999886257436,2637535.0,1,2,1.4,Low,1.3397260273972602,3011537.46,10.404412068466762
908,INV100907,Prakash Kulkarni,25,Jaipur,Telangana,Equity,High,4354916.0,281327.57,1.8658,2021-08-03,2023-06-15,6.459999917334801,4354916.0,3,1,2.1999999999999997,Medium,1.8657534246575342,4636243.57,3.4120874138002577
909,INV100908,Deepak Verma,55,Ahmedabad,Rajasthan,Gold,Medium,1483642.0,220617.57,2.3863,2018-07-18,2020-12-05,14.870000310047843,1483642.0,2,2,2.0,Medium,2.3863013698630136,1704259.57,5.981509285103415
910,INV100909,Priya Kulkarni,64,Jaipur,Delhi,Gold,Medium,1221828.0,114851.83,2.3178,2019-01-12,2021-05-07,9.399999836310839,1221828.0,2,2,2.0,Medium,2.317808219178082,1336679.83,3.95220701444865
911,INV100910,Vikas Joshi,59,Kolkata,Rajasthan,Debt Fund,Low,381679.0,27977.07,2.3479,2021-09-08,2024-01-13,7.329999816599813,381679.0,1,1,1.0,Low,2.347945205479452,409656.07,3.0586054160887555
912,INV100911,Kavita Agarwal,31,Chennai,Gujarat,Mutual Fund,Medium,1039025.0,220896.71,2.5425,2021-09-29,2024-04-14,21.259999518779622,1039025.0,2,3,2.4000000000000004,High,2.5424657534246577,1259921.71,7.876712976902778
913,INV100912,Rahul Khan,53,Hyderabad,Karnataka,Gold,Medium,4034284.0,248511.89,2.6986,2021-04-03,2023-12-14,6.159999890934798,4034284.0,2,1,1.6,Low,2.6986301369863015,4282795.89,2.239809691220729
914,INV100913,Shilpa Deshmukh,47,Ahmedabad,Delhi,Mutual Fund,Medium,4044919.0,363233.73,3.8082,2020-01-03,2023-10-24,8.980000093945021,4044919.0,2,2,2.0,Medium,3.808219178082192,4408152.73,2.28380946791098
915,INV100914,Anil Kulkarni,44,Pune,Rajasthan,Gold,Medium,3151674.0,498279.66,5.011,2020-07-30,2025-08-02,15.810000019037501,3151674.0,2,3,2.4000000000000004,High,5.010958904109589,3649953.66,2.97251734569266
916,INV100915,Shilpa Kulkarni,33,Jaipur,West Bengal,Fixed Deposit,Low,1713091.0,246171.18,4.6959,2022-05-08,2027-01-16,14.370000192634249,1713091.0,1,2,1.4,Low,4.695890410958904,1959262.18,2.9005490915000154
917,INV100916,Sunil Verma,31,Kolkata,West Bengal,Mutual Fund,Medium,3587100.0,187246.62,1.8904,2022-02-09,2023-12-31,5.22,3587100.0,2,1,1.6,Low,1.8904109589041096,3774346.62,2.728200142866055
918,INV100917,Sneha Verma,28,Pune,Maharashtra,ETF,Medium,2184888.0,128908.39,3.1534,2022-01-31,2025-03-27,5.899999908462127,2184888.0,2,1,1.6,Low,3.1534246575342464,2313796.39,1.8344907671211441
919,INV100918,Neha Verma,53,Nagpur,Telangana,Mutual Fund,Medium,3340041.0,498334.12,1.9753,2023-03-07,2025-02-25,14.920000083831306,3340041.0,2,2,2.0,Medium,1.9753424657534246,3838375.12,7.293832367972586
920,INV100919,Sneha Joshi,37,Jaipur,Maharashtra,ETF,Medium,3870140.0,627736.71,1.9068,2022-02-28,2024-01-25,16.220000051677715,3870140.0,2,3,2.4000000000000004,High,1.906849315068493,4497876.71,8.20191314020844
921,INV100920,Pooja Agarwal,61,Hyderabad,Karnataka,ETF,Medium,1007035.0,77138.88,1.0274,2023-01-04,2024-01-14,7.659999900698586,1007035.0,2,1,1.6,Low,1.0273972602739727,1084173.88,7.448310658162427
922,INV100921,Shilpa Gupta,47,Pune,Rajasthan,Gold,Medium,4630481.0,598721.19,3.6575,2021-03-14,2024-11-08,12.929999928733105,4630481.0,2,2,2.0,Medium,3.6575342465753424,5229202.1899999995,3.3804707371746234
923,INV100922,Rakesh Verma,56,Mumbai,West Bengal,Equity,High,794480.0,113133.95,2.6712,2020-11-25,2023-07-28,14.239999748263013,794480.0,3,2,2.5999999999999996,High,2.671232876712329,907613.95,5.1101751101569
924,INV100923,Suresh Patil,43,Ahmedabad,Telangana,Fixed Deposit,Low,2631827.0,542156.36,3.0055,2021-12-11,2024-12-12,20.59999992400716,2631827.0,1,3,1.8000000000000003,Medium,3.0054794520547947,3173983.36,6.430556493380779
925,INV100924,Rakesh Khan,55,Mumbai,Maharashtra,Debt Fund,Low,4394698.0,422769.95,4.9123,2021-01-23,2025-12-21,9.62000005461126,4394698.0,1,2,1.4,Low,4.912328767123288,4817467.95,1.8873680475503196
926,INV100925,Priya Gupta,28,Kolkata,Delhi,Fixed Deposit,Low,1882010.0,188577.4,2.1452,2018-10-13,2020-12-04,10.019999893730638,1882010.0,1,2,1.4,Low,2.1452054794520548,2070587.4,4.551976193786955
927,INV100926,Nikita Verma,60,Nagpur,Tamil Nadu,ETF,Medium,496638.0,50806.07,4.3562,2020-05-02,2024-09-08,10.23000052352015,496638.0,2,2,2.0,Medium,4.3561643835616435,547444.07,2.26107023647113
928,INV100927,Ritu Kulkarni,39,Mumbai,Maharashtra,Mutual Fund,Medium,498635.0,64523.37,3.4192,2019-12-19,2023-05-20,12.940000200547495,498635.0,2,2,2.0,Medium,3.419178082191781,563158.37,3.623029012500134
929,INV100928,Rahul Agarwal,49,Chennai,Gujarat,Fixed Deposit,Low,3382540.0,550339.26,3.7041,2021-02-05,2024-10-19,16.270000059127167,3382540.0,1,3,1.8000000000000003,Medium,3.7041095890410958,3932879.26,4.153611767727794
930,INV100929,Pooja Deshmukh,46,Mumbai,Telangana,Mutual Fund,Medium,3873814.0,237077.42,3.063,2023-01-25,2026-02-16,6.120000082605928,3873814.0,2,1,1.6,Low,3.063013698630137,4110891.42,1.958203917158885
931,INV100930,Priya Khan,27,Delhi,Maharashtra,Equity,High,284302.0,23000.03,5.4493,2022-12-25,2028-06-05,8.08999936687044,284302.0,3,2,2.5999999999999996,High,5.449315068493151,307302.03,1.4378314220150346
932,INV100931,Sunil Kulkarni,33,Kolkata,Delhi,ETF,Medium,3878873.0,281218.29,4.3781,2019-12-18,2024-05-03,7.2499999355482885,3878873.0,2,1,1.6,Low,4.3780821917808215,4160091.29,1.6115469139242888
933,INV100932,Pooja Deshmukh,53,Hyderabad,Tamil Nadu,ETF,Medium,2298820.0,480223.5,5.1233,2021-12-15,2027-01-28,20.890000087001155,2298820.0,2,3,2.4000000000000004,High,5.123287671232877,2779043.5,3.772324334950894
934,INV100933,Pooja Agarwal,64,Bengaluru,Delhi,Mutual Fund,Medium,2444248.0,238069.76,1.3014,2018-08-02,2019-11-20,9.740000196379418,2444248.0,2,2,2.0,Medium,1.3013698630136987,2682317.76,7.403215190713253
935,INV100934,Pooja Patil,27,Kolkata,Rajasthan,Equity,High,4570422.0,372489.39,1.6877,2019-03-08,2020-11-13,8.149999934360547,4570422.0,3,2,2.5999999999999996,High,1.6876712328767123,4942911.39,4.7518785218833015
936,INV100935,Rahul Kulkarni,64,Kolkata,Maharashtra,Gold,Medium,483167.0,42856.91,1.474,2019-09-08,2021-02-27,8.869999399793446,483167.0,2,2,2.0,Medium,1.473972602739726,526023.91,5.935120209598099
937,INV100936,Priya Sharma,44,Ahmedabad,West Bengal,Equity,High,572584.0,46035.75,3.4164,2021-09-13,2025-02-11,8.03999937127129,572584.0,3,2,2.5999999999999996,High,3.4164383561643836,618619.75,2.289319173977722
938,INV100937,Swati Deshmukh,26,Jaipur,Gujarat,Gold,Medium,3020403.0,622505.06,5.2247,2022-07-18,2027-10-07,20.61000005628388,3020403.0,2,3,2.4000000000000004,High,5.2246575342465755,3642908.06,3.6517826142608234
939,INV100938,Prakash Joshi,54,Jaipur,Tamil Nadu,Mutual Fund,Medium,679145.0,125845.57,5.0466,2023-05-05,2028-05-20,18.53000022086594,679145.0,2,3,2.4000000000000004,High,5.046575342465753,804990.5700000001,3.4259177588278344
940,INV100939,Rajesh Kulkarni,30,Ahmedabad,Tamil Nadu,Debt Fund,Low,4120268.0,717750.69,1.0849,2018-09-28,2019-10-29,17.420000106789168,4120268.0,1,3,1.8000000000000003,Medium,1.084931506849315,4838018.6899999995,15.953128160600127
941,INV100940,Nikita Sharma,32,Jaipur,West Bengal,Debt Fund,Low,523852.0,78996.88,2.4055,2021-09-12,2024-02-07,15.079999694570223,523852.0,1,3,1.8000000000000003,Medium,2.4054794520547946,602848.88,6.012898429130242
942,INV100941,Pooja Mehta,65,Chennai,Maharashtra,Fixed Deposit,Low,3922937.0,483698.13,1.2055,2020-08-13,2021-10-27,12.32999994646868,3922937.0,1,2,1.4,Low,1.2054794520547945,4406635.13,10.125660725925734
943,INV100942,Anjali Patil,41,Bengaluru,Rajasthan,Mutual Fund,Medium,2518994.0,507577.29,1.3589,2023-05-07,2024-09-14,20.149999960301614,2518994.0,2,3,2.4000000000000004,High,1.358904109589041,3026571.29,14.463678152250115
944,INV100943,Rakesh Sharma,36,Jaipur,West Bengal,Equity,High,1663772.0,110474.46,2.3041,2018-04-12,2020-07-31,6.639999951916489,1663772.0,3,1,2.1999999999999997,Medium,2.304109589041096,1774246.46,2.8294560119954237
945,INV100944,Amit Gupta,59,Jaipur,Telangana,Debt Fund,Low,2112203.0,107511.13,2.4438,2019-06-15,2021-11-23,5.0899998721713775,2112203.0,1,1,1.0,Low,2.4438356164383563,2219714.13,2.0522928674038043
946,INV100945,Neha Khan,48,Pune,Gujarat,Debt Fund,Low,4452503.0,533855.11,2.1425,2019-05-01,2021-06-21,11.990000006737784,4452503.0,1,2,1.4,Low,2.1424657534246574,4986358.11,5.4276453039427075
947,INV100946,Pooja Mehta,43,Nagpur,West Bengal,Equity,High,2939220.0,438825.55,3.2877,2023-06-21,2026-10-03,14.930000136090527,2939220.0,3,2,2.5999999999999996,High,3.287671232876712,3378045.55,4.323422900733909
948,INV100947,Neha Joshi,57,Delhi,Gujarat,Fixed Deposit,Low,1458821.0,297745.37,2.1863,2021-06-01,2023-08-08,20.410000267339175,1458821.0,1,3,1.8000000000000003,Medium,2.186301369863014,1756566.37,8.866567006969262
949,INV100948,Sunil Khan,57,Ahmedabad,Delhi,Fixed Deposit,Low,1458917.0,158438.39,1.4329,2018-06-10,2019-11-15,10.860000260467183,1458917.0,1,2,1.4,Low,1.4328767123287671,1617355.3900000001,7.460347322046479
950,INV100949,Deepak Khan,43,Hyderabad,Telangana,Debt Fund,Low,4162184.0,660538.6,2.5096,2019-10-12,2022-04-15,15.86999998077932,4162184.0,1,3,1.8000000000000003,Medium,2.5095890410958903,4822722.6,6.045105981999055
951,INV100950,Sneha Gupta,30,Ahmedabad,Delhi,Debt Fund,Low,2840871.0,496300.16,3.4959,2019-05-09,2022-11-05,17.46999986975825,2840871.0,1,3,1.8000000000000003,Medium,3.495890410958904,3337171.16,4.713486572352665
952,INV100951,Priya Deshmukh,51,Jaipur,Tamil Nadu,Debt Fund,Low,2132314.0,257583.53,1.7014,2021-03-12,2022-11-23,12.079999943723111,2132314.0,1,2,1.4,Low,1.7013698630136986,2389897.53,6.932749065973143
953,INV100952,Ritu Deshmukh,36,Mumbai,Karnataka,Equity,High,1189553.0,65068.55,4.2301,2018-10-31,2023-01-22,5.470000075658672,1189553.0,3,1,2.1999999999999997,Medium,4.23013698630137,1254621.55,1.2669334509715524
954,INV100953,Rahul Agarwal,26,Pune,Karnataka,Fixed Deposit,Low,4852143.0,815160.02,1.7068,2018-07-26,2020-04-09,16.7999999175622,4852143.0,1,3,1.8000000000000003,Medium,1.7068493150684931,5667303.02,9.524949549261086
955,INV100954,Priya Deshmukh,43,Hyderabad,West Bengal,Fixed Deposit,Low,3455737.0,700823.46,4.9096,2020-04-03,2025-02-28,20.279999895825405,3455737.0,1,3,1.8000000000000003,Medium,4.909589041095891,4156560.46,3.8326741207904247
956,INV100955,Anjali Agarwal,65,Chennai,Tamil Nadu,Gold,Medium,1104055.0,241677.64,2.989,2022-02-21,2025-02-16,21.8900000452876,1104055.0,2,3,2.4000000000000004,High,2.989041095890411,1345732.6400000001,6.846694025069566
957,INV100956,Suresh Patil,25,Kolkata,Gujarat,Debt Fund,Low,1738896.0,296133.99,3.8575,2022-08-07,2026-06-15,17.0300000690093,1738896.0,1,3,1.8000000000000003,Medium,3.8575342465753426,2035029.99,4.160938988648599
958,INV100957,Sunil Kulkarni,56,Mumbai,Gujarat,Debt Fund,Low,4467009.0,759838.23,1.5425,2022-05-03,2023-11-17,17.00999997985229,4467009.0,1,3,1.8000000000000003,Medium,1.5424657534246575,5226847.23,10.720953669019506
959,INV100958,Deepak Agarwal,58,Jaipur,West Bengal,Equity,High,2872428.0,506409.06,5.1205,2018-03-27,2023-05-09,17.630000125329513,2872428.0,3,3,3.0,High,5.120547945205479,3378837.06,3.2218389712610707
960,INV100959,Vikas Kulkarni,41,Delhi,Tamil Nadu,Mutual Fund,Medium,1589090.0,97411.22,2.2548,2020-06-17,2022-09-18,6.130000188787293,1589090.0,2,1,1.6,Low,2.254794520547945,1686501.22,2.6736994626555433
961,INV100960,Rahul Joshi,59,Mumbai,Rajasthan,Equity,High,4831882.0,922889.46,4.3562,2018-02-26,2022-07-05,19.09999995860826,4831882.0,3,3,3.0,High,4.3561643835616435,5754771.46,4.0941407977409305
962,INV100961,Shilpa Patil,54,Pune,Delhi,Gold,Medium,2564224.0,537204.93,3.4959,2022-02-08,2025-08-07,20.950000077996307,2564224.0,2,3,2.4000000000000004,High,3.495890410958904,3101428.93,5.59161270159847
963,INV100962,Rakesh Gupta,30,Pune,West Bengal,Mutual Fund,Medium,4337727.0,379117.34,5.1041,2019-07-25,2024-08-30,8.74000000461071,4337727.0,2,2,2.0,Medium,5.104109589041096,4716844.34,1.6551575039507105
964,INV100963,Suresh Gupta,27,Pune,West Bengal,Mutual Fund,Medium,2516162.0,305965.3,5.3589,2021-10-08,2027-02-15,12.160000031794455,2516162.0,2,2,2.0,Medium,5.358904109589041,2822127.3,2.1645051870171628
965,INV100964,Swati Agarwal,39,Bengaluru,Rajasthan,Mutual Fund,Medium,498937.0,105225.81,1.7671,2019-05-19,2021-02-22,21.089999338593852,498937.0,2,3,2.4000000000000004,High,1.7671232876712328,604162.81,11.437218942128947
966,INV100965,Suresh Joshi,38,Chennai,Delhi,Gold,Medium,1769549.0,304362.43,4.5616,2019-02-11,2023-09-03,17.200000113023147,1769549.0,2,3,2.4000000000000004,High,4.561643835616438,2073911.43,3.540499865578539
967,INV100966,Nikita Agarwal,65,Hyderabad,Rajasthan,Fixed Deposit,Low,1949418.0,327112.34,2.474,2021-11-09,2024-04-30,16.779999979481055,1949418.0,1,3,1.8000000000000003,Medium,2.473972602739726,2276530.34,6.47089088288455
968,INV100967,Ritu Mehta,65,Jaipur,West Bengal,Fixed Deposit,Low,1710489.0,338676.82,2.6384,2022-11-28,2025-07-18,19.799999883074374,1710489.0,1,3,1.8000000000000003,Medium,2.638356164383562,2049165.82,7.087063018049133
969,INV100968,Prakash Agarwal,53,Delhi,Gujarat,Equity,High,1009779.0,80176.45,5.2356,2023-01-11,2028-04-05,7.939999742517917,1009779.0,3,1,2.1999999999999997,Medium,5.235616438356164,1089955.45,1.4700381039492338
970,INV100969,Anil Mehta,56,Delhi,Maharashtra,Debt Fund,Low,2875177.0,456865.63,4.9534,2020-03-26,2025-03-08,15.890000163468196,2875177.0,1,3,1.8000000000000003,Medium,4.953424657534247,3332042.63,3.021918488814679
971,INV100970,Neha Kulkarni,45,Chennai,Rajasthan,Gold,Medium,2004441.0,401289.09,4.1534,2018-05-05,2022-06-29,20.0200000898006,2004441.0,2,3,2.4000000000000004,High,4.153424657534247,2405730.09,4.491631958208742
972,INV100971,Rahul Kulkarni,53,Delhi,Karnataka,Fixed Deposit,Low,658297.0,58127.63,4.5699,2019-11-27,2024-06-21,8.830000744344877,658297.0,1,2,1.4,Low,4.5698630136986305,716424.63,1.868876693289967
973,INV100972,Nikita Joshi,26,Chennai,Delhi,ETF,Medium,1125394.0,237007.98,1.7233,2019-11-07,2021-07-28,21.06000031988797,1125394.0,2,3,2.4000000000000004,High,1.7232876712328766,1362401.98,11.728544499529669
974,INV100973,Shilpa Deshmukh,48,Nagpur,Gujarat,ETF,Medium,3158667.0,562242.73,1.274,2021-09-03,2022-12-12,17.800000126635698,3158667.0,2,3,2.4000000000000004,High,1.273972602739726,3720909.73,13.722193626537216
975,INV100974,Sunil Sharma,27,Ahmedabad,Delhi,Fixed Deposit,Low,1553956.0,316851.63,4.1014,2019-03-18,2023-04-23,20.39000010296302,1553956.0,1,3,1.8000000000000003,Medium,4.101369863013699,1870807.63,4.62841192428709
976,INV100975,Sunil Sharma,42,Chennai,Gujarat,Mutual Fund,Medium,4267635.0,203139.43,2.2904,2018-02-19,2020-06-04,4.760000093728728,4267635.0,2,1,1.6,Low,2.2904109589041095,4470774.43,2.051033893499543
977,INV100976,Sneha Sharma,25,Pune,Gujarat,Mutual Fund,Medium,2464912.0,481150.82,5.0493,2020-10-30,2025-11-16,19.51999990263344,2464912.0,2,3,2.4000000000000004,High,5.049315068493151,2946062.82,3.5945359344019545
978,INV100977,Prakash Kulkarni,54,Pune,Tamil Nadu,ETF,Medium,2818837.0,511055.15,1.1288,2022-03-03,2023-04-19,18.130000067403685,2818837.0,2,3,2.4000000000000004,High,1.1287671232876713,3329892.15,15.905893900547907
979,INV100978,Priya Kulkarni,55,Ahmedabad,Telangana,Gold,Medium,3358988.0,310370.49,3.2795,2023-06-04,2026-09-13,9.239999964274954,3358988.0,2,2,2.0,Medium,3.2794520547945205,3669358.49,2.731514422288406
980,INV100979,Rakesh Mehta,39,Chennai,Telangana,Gold,Medium,4369430.0,747172.53,4.0658,2022-04-12,2026-05-05,17.1,4369430.0,2,3,2.4000000000000004,High,4.065753424657534,5116602.53,3.958987136626546
